row;annotator;date;token;item;correct;mispronunciation;meaning;comment
1;DY;10-Sep-19;1;dimope;0;timope;0;
2;DY;10-Sep-19;2;dimope;1;NA;NA;
3;DY;10-Sep-19;3;dimope;1;NA;NA;
4;DY;10-Sep-19;4;dimope;0;timope;0;
5;DY;10-Sep-19;5;dimope;1;NA;NA;
6;DY;10-Sep-19;6;dimope;1;NA;NA;
7;DY;10-Sep-19;7;dimope;1;NA;NA;
8;DY;10-Sep-19;8;dimope;1;NA;NA;
9;DY;10-Sep-19;9;dimope;1;NA;NA;
10;DY;10-Sep-19;10;dimope;0;kemope;0;
11;DY;10-Sep-19;11;dimope;1;NA;NA;
12;DY;10-Sep-19;12;dimope;0;ti-mope;0;
13;DY;10-Sep-19;13;dimope;0;ti-mope;0;
14;DY;10-Sep-19;14;dimope;1;NA;NA;
15;DY;10-Sep-19;15;dimope;1;NA;NA;
16;DY;10-Sep-19;16;dimope;1;NA;NA;
17;DY;10-Sep-19;17;dimope;1;NA;NA;
18;DY;10-Sep-19;18;dimope;0;kimope;0;
19;DY;10-Sep-19;19;dimope;1;NA;NA;
20;DY;10-Sep-19;20;dimope;0;timope;0;
21;DY;10-Sep-19;21;dimope;1;NA;NA;
22;DY;10-Sep-19;22;dimope;1;NA;NA;
23;DY;10-Sep-19;23;dimope;1;NA;NA;
24;DY;10-Sep-19;24;dimope;1;NA;NA;
25;DY;10-Sep-19;25;dimope;0;timope;0;
26;DY;10-Sep-19;26;dimope;1;NA;NA;
27;DY;10-Sep-19;1;diponate;1;NA;NA;
28;DY;10-Sep-19;2;diponate;0;chi-po-nate;0;
29;DY;10-Sep-19;3;diponate;0;chiponade;0;
30;DY;10-Sep-19;4;diponate;1;NA;NA;
31;DY;10-Sep-19;5;diponate;0;chiponate;0;
32;DY;10-Sep-19;6;diponate;1;NA;NA;
33;DY;10-Sep-19;7;diponate;1;NA;NA;
34;DY;10-Sep-19;8;diponate;1;NA;NA;
35;DY;10-Sep-19;9;diponate;1;NA;NA;
36;DY;10-Sep-19;10;diponate;0;chiponate;0;
37;DY;10-Sep-19;11;diponate;1;NA;NA;
38;DY;10-Sep-19;12;diponate;1;NA;NA;
39;DY;10-Sep-19;13;diponate;1;NA;NA;
40;DY;10-Sep-19;14;diponate;0;tiponate;0;
41;DY;10-Sep-19;15;diponate;1;NA;NA;
42;DY;10-Sep-19;16;diponate;0;diponade;0;
43;DY;10-Sep-19;17;diponate;1;NA;NA;
44;DY;10-Sep-19;18;diponate;0;chi-po-nade;0;
45;DY;10-Sep-19;19;diponate;0;di;0;
46;DY;10-Sep-19;20;diponate;0;chiponate;0;
47;DY;10-Sep-19;21;diponate;1;NA;NA;
48;DY;10-Sep-19;22;diponate;0;dipona-de;0;
49;DY;10-Sep-19;23;diponate;1;NA;NA;
50;DY;10-Sep-19;24;diponate;1;NA;NA;
51;DY;10-Sep-19;25;diponate;0;chiponate;0;
52;DY;10-Sep-19;26;diponate;0;chipo-de-nate;0;
53;DY;10-Sep-19;27;diponate;0;chiponape;0;
54;DY;10-Sep-19;28;diponate;1;NA;NA;
55;DY;10-Sep-19;29;diponate;1;NA;NA;
56;DY;10-Sep-19;30;diponate;0;tiponate;0;
57;DY;10-Sep-19;1;diyeto;0;tiyeto;0;
58;DY;10-Sep-19;2;diyeto;0;piyeto;0;
59;DY;10-Sep-19;3;diyeto;0;tiyeto;0;
60;DY;10-Sep-19;4;diyeto;0;tiye-to;0;
61;DY;10-Sep-19;5;diyeto;0;tiyeto;0;
62;DY;10-Sep-19;6;diyeto;0;tiyoto;0;
63;DY;10-Sep-19;7;diyeto;1;NA;NA;
64;DY;10-Sep-19;8;diyeto;0;dpî;sleeping;
65;DY;10-Sep-19;9;diyeto;0;tiyeto;0;
66;DY;10-Sep-19;10;diyeto;0;piyeto;0;
67;DY;10-Sep-19;11;diyeto;1;NA;NA;
68;DY;10-Sep-19;12;diyeto;0;piyeto;0;
69;DY;10-Sep-19;13;diyeto;1;NA;NA;
70;DY;10-Sep-19;14;diyeto;1;NA;NA;
71;DY;10-Sep-19;15;diyeto;0;tiyeto;0;
72;DY;10-Sep-19;16;diyeto;0;tiyeto;0;
73;DY;10-Sep-19;17;diyeto;0;tiyeto;0;
74;DY;10-Sep-19;18;diyeto;0;e-tóó;sitting;
75;DY;10-Sep-19;19;diyeto;1;NA;NA;
76;DY;10-Sep-19;20;diyeto;0;tiyeto;0;
77;DY;10-Sep-19;21;diyeto;1;NA;NA;
78;DY;10-Sep-19;22;diyeto;1;NA;NA;
79;DY;10-Sep-19;23;diyeto;0;piyeto;0;
80;DY;10-Sep-19;24;diyeto;0;tiyeto;0;
81;DY;10-Sep-19;25;diyeto;0;tiyeto;0;
82;DY;10-Sep-19;26;diyeto;1;NA;NA;
83;DY;10-Sep-19;27;diyeto;0;tiyeto;0;
84;DY;10-Sep-19;28;diyeto;0;tiyeto;0;
85;DY;10-Sep-19;29;diyeto;1;NA;NA;
86;DY;10-Sep-19;30;diyeto;1;NA;NA;
87;DY;10-Sep-19;31;diyeto;1;NA;NA;
88;DY;10-Sep-19;32;diyeto;1;NA;NA;
89;DY;10-Sep-19;33;diyeto;1;NA;NA;
90;DY;10-Sep-19;34;diyeto;0;piyetóó;someone sitting;
91;DY;10-Sep-19;35;diyeto;0;tiyeto;0;
92;DY;10-Sep-19;36;diyeto;0;tiyeto;0;
93;DY;10-Sep-19;37;diyeto;0;pi-eto;0;
94;DY;10-Sep-19;1;dp_a;1;NA;NA;
95;DY;10-Sep-19;2;dp_a;0;tpa;turn over;
96;DY;10-Sep-19;3;dp_a;1;NA;NA;
97;DY;10-Sep-19;4;dp_a;1;NA;NA;
98;DY;10-Sep-19;5;dp_a;0;pee;piece;
99;DY;11-Sep-19;6;dp_a;0;paa;walk;
100;DY;11-Sep-19;7;dp_a;0;paa;walk;
101;DY;11-Sep-19;8;dp_a;0;paa;walk;
102;DY;11-Sep-19;9;dp_a;0;paa;walk;
103;DY;11-Sep-19;10;dp_a;0;tpa;turn over;
104;DY;11-Sep-19;11;dp_a;0;paa;walk;
105;DY;11-Sep-19;12;dp_a;0;tpaa;turn over;
106;DY;11-Sep-19;13;dp_a;0;paa;walk;
107;DY;11-Sep-19;14;dp_a;0;paa;walk;
108;DY;11-Sep-19;15;dp_a;0;tpaa;turn over;
109;DY;11-Sep-19;16;dp_a;1;NA;NA;
110;DY;11-Sep-19;17;dp_a;0;tpaa;turn over;
111;DY;11-Sep-19;18;dp_a;1;NA;NA;
112;DY;11-Sep-19;19;dp_a;1;NA;NA;
113;DY;11-Sep-19;20;dp_a;0;paa;walk;
114;DY;11-Sep-19;21;dp_a;0;paa;walk;
115;DY;11-Sep-19;22;dp_a;0;taa;bushknife/arrives;
116;DY;11-Sep-19;23;dp_a;0;tp:a;0;
117;DY;11-Sep-19;24;dp_a;0;paa;walk;
118;DY;11-Sep-19;25;dp_a;0;tpi;0;
119;DY;11-Sep-19;26;dp_a;1;NA;NA;
120;DY;11-Sep-19;27;dp_a;0;taa;bushknife/arrives;
121;DY;11-Sep-19;28;dp_a;0;paa;walk;
122;DY;11-Sep-19;1;dpa;0;te;fish;
123;DY;11-Sep-19;2;dpa;1;NA;NA;
124;DY;11-Sep-19;3;dpa;1;NA;NA;
125;DY;11-Sep-19;4;dpa;0;ta--taa;arrive--bushknife;
126;DY;11-Sep-19;5;dpa;1;NA;NA;
127;DY;11-Sep-19;6;dpa;1;NA;NA;
128;DY;11-Sep-19;7;dpa;0;te;fish;
129;DY;11-Sep-19;8;dpa;1;NA;NA;
130;DY;11-Sep-19;9;dpa;0;ta--taa;arrive--bushknife;
131;DY;11-Sep-19;10;dpa;0;taa-taa;bushknife--bushknife;
132;DY;11-Sep-19;11;dpa;0;tââ;high up;
133;DY;11-Sep-19;12;dpa;0;paa;walk;
134;DY;11-Sep-19;13;dpa;1;NA;NA;
135;DY;11-Sep-19;14;dpa;0;paa;walk;
136;DY;11-Sep-19;15;dpa;0;paa;walk;
137;DY;11-Sep-19;16;dpa;0;paa;walk;
138;DY;11-Sep-19;17;dpa;0;p:o;home;
139;DY;11-Sep-19;18;dpa;0;paa;walk;
140;DY;11-Sep-19;19;dpa;0;pyaa;crocodile;
141;DY;11-Sep-19;20;dpa;0;paa;walk;
142;DY;11-Sep-19;21;dpa;0;paa;walk;
143;DY;11-Sep-19;22;dpa;0;tpaa;turn over;
144;DY;11-Sep-19;23;dpa;0;paa;walk;
145;DY;11-Sep-19;24;dpa;1;NA;NA;
146;DY;11-Sep-19;25;dpa;1;NA;NA;
147;DY;11-Sep-19;26;dpa;0;tóó;sitting;
148;DY;11-Sep-19;27;dpa;1;NA;NA;
149;DY;11-Sep-19;28;dpa;0;taa;bushknife/arrives;
150;DY;11-Sep-19;29;dpa;1;NA;NA;
151;DY;11-Sep-19;30;dpa;0;paa;walk;
152;DY;11-Sep-19;31;dpa;0;d:ââ;pot/moon/month;
153;DY;11-Sep-19;32;dpa;0;tpî;spit;
154;DY;11-Sep-19;33;dpa;1;NA;NA;
155;DY;11-Sep-19;34;dpa;1;NA;NA;
156;DY;11-Sep-19;35;dpa;1;NA;NA;
157;DY;11-Sep-19;36;dpa;0;paa;walk;
158;DY;11-Sep-19;37;dpa;0;paa;walk;
159;DY;11-Sep-19;38;dpa;0;paa;walk;
160;DY;11-Sep-19;39;dpa;0;tpaa;turn over;
161;DY;11-Sep-19;40;dpa;1;NA;NA;
162;DY;11-Sep-19;41;dpa;1;NA;NA;
163;DY;11-Sep-19;42;dpa;1;NA;NA;
164;DY;11-Sep-19;43;dpa;0;tpaa;turn over;
165;DY;11-Sep-19;44;dpa;1;NA;NA;
166;DY;11-Sep-19;45;dpa;1;NA;NA;
167;DY;11-Sep-19;46;dpa;1;NA;NA;
168;DY;11-Sep-19;47;dpa;0;tpaa;turn over;
169;DY;11-Sep-19;48;dpa;0;tpaa;turn over;
170;DY;11-Sep-19;49;dpa;0;tpaa;turn over;
171;DY;11-Sep-19;50;dpa;0;tpaa;turn over;
172;DY;11-Sep-19;51;dpa;0;paa;walk;
173;DY;11-Sep-19;52;dpa;0;taa;bushknife;
174;DY;11-Sep-19;53;dpa;0;paa;walk;
175;DY;11-Sep-19;54;dpa;0;taa;bushknife;
176;DY;11-Sep-19;55;dpa;0;taa;bushknife;
177;DY;11-Sep-19;56;dpa;1;NA;NA;
178;DY;11-Sep-19;57;dpa;1;NA;NA;
179;DY;11-Sep-19;58;dpa;1;NA;NA;
180;DY;11-Sep-19;59;dpa;0;tpaa;turn over;
181;DY;11-Sep-19;60;dpa;1;NA;NA;
182;DY;11-Sep-19;1;dpa2;1;NA;NA;
183;DY;11-Sep-19;2;dpa2;1;NA;NA;
184;DY;11-Sep-19;3;dpa2;1;NA;NA;
185;DY;11-Sep-19;4;dpa2;1;NA;NA;
186;DY;11-Sep-19;5;dpa2;1;NA;NA;
187;DY;11-Sep-19;6;dpa2;1;NA;NA;
188;DY;11-Sep-19;7;dpa2;0;t:aa;betelnut;
189;DY;11-Sep-19;8;dpa2;0;paa;walk;
190;DY;11-Sep-19;9;dpa2;1;NA;NA;
191;DY;11-Sep-19;10;dpa2;0;paa;walk;
192;DY;11-Sep-19;11;dpa2;1;NA;NA;
193;DY;11-Sep-19;12;dpa2;1;NA;NA;
194;DY;11-Sep-19;13;dpa2;1;NA;NA;
195;DY;11-Sep-19;14;dpa2;0;d:ââ;pot/moon/month;
196;DY;11-Sep-19;15;dpa2;1;NA;NA;
197;DY;11-Sep-19;16;dpa2;1;NA;NA;
198;DY;11-Sep-19;17;dpa2;1;NA;NA;
199;DY;11-Sep-19;18;dpa2;0;dî;end;
200;DY;11-Sep-19;19;dpa2;0;tpaa;turn over;
201;DY;11-Sep-19;20;dpa2;0;paa;walk;
202;DY;11-Sep-19;21;dpa2;1;NA;NA;
203;DY;11-Sep-19;22;dpa2;0;paa;walk;
204;DY;11-Sep-19;23;dpa2;0;d:ââ;pot/moon/month;
205;DY;11-Sep-19;24;dpa2;0;d:ââ;pot/moon/month;
206;DY;11-Sep-19;25;dpa2;0;t:ââ;flood/wait for something;
207;DY;11-Sep-19;26;dpa2;1;NA;NA;
208;DY;11-Sep-19;27;dpa2;1;NA;NA;
209;DY;11-Sep-19;28;dpa2;1;NA;NA;
210;DY;11-Sep-19;29;dpa2;0;t:ââ;flood/wait for something;
211;DY;12-Sep-19;1;dpe;0;d:ââ;pot/moon/month;
212;DY;12-Sep-19;2;dpe;0;tpa;return something;
213;DY;12-Sep-19;3;dpe;0;tpe;vagina;MC added meaning
214;DY;12-Sep-19;4;dpe;1;NA;NA;
215;DY;12-Sep-19;5;dpe;0;te;fish;
216;DY;12-Sep-19;6;dpe;1;NA;NA;
217;DY;12-Sep-19;7;dpe;1;NA;NA;
218;DY;12-Sep-19;8;dpe;1;NA;NA;
219;DY;12-Sep-19;9;dpe;0;tpaa;turn over;
220;DY;12-Sep-19;10;dpe;0;tpe;vagina;MC added meaning
221;DY;12-Sep-19;11;dpe;0;te;fish;
222;DY;12-Sep-19;12;dpe;0;te;fish;
223;DY;12-Sep-19;13;dpe;0;te;fish;
224;DY;12-Sep-19;14;dpe;0;te;fish;
225;DY;12-Sep-19;15;dpe;1;NA;NA;
226;DY;12-Sep-19;16;dpe;0;dpa;0;
227;DY;12-Sep-19;17;dpe;0;d:êê;write;
228;DY;12-Sep-19;18;dpe;1;NA;NA;
229;DY;12-Sep-19;19;dpe;1;NA;NA;
230;DY;12-Sep-19;20;dpe;1;NA;NA;
231;DY;12-Sep-19;21;dpe;0;d:êê;write;
232;DY;12-Sep-19;22;dpe;0;dêê;tongue;
233;DY;12-Sep-19;23;dpe;0;tpe;vagina;MC added meaning
234;DY;12-Sep-19;24;dpe;1;NA;NA;
235;DY;12-Sep-19;25;dpe;0;tp:oo;little one;MC added meaning
236;DY;12-Sep-19;26;dpe;1;NA;NA;
237;DY;12-Sep-19;27;dpe;0;te;fish;
238;DY;12-Sep-19;28;dpe;0;tpaa;turn over;
239;DY;12-Sep-19;29;dpe;0;te;fish;
240;DY;12-Sep-19;30;dpe;1;NA;NA;
241;DY;12-Sep-19;31;dpe;0;t:aa;betelnut;
242;DY;12-Sep-19;32;dpe;0;te;fish;
243;DY;12-Sep-19;33;dpe;0;dêê;tongue;
244;DY;12-Sep-19;34;dpe;0;d:ââ;pot/moon/month;
245;DY;12-Sep-19;35;dpe;0;t:aa;betelnut;
246;DY;12-Sep-19;36;dpe;1;NA;NA;
247;DY;12-Sep-19;37;dpe;0;te;fish;
248;DY;12-Sep-19;38;dpe;0;dêê;tongue;
249;DY;12-Sep-19;39;dpe;1;NA;NA;
250;DY;12-Sep-19;40;dpe;1;NA;NA;
251;DY;12-Sep-19;41;dpe;0;te;fish;
252;DY;12-Sep-19;1;dpee;1;NA;NA;
253;DY;12-Sep-19;2;dpee;0;tpee;push/hold tight/some;note 'some' is for 'pee' although she wrote 'tpee'
254;DY;12-Sep-19;3;dpee;0;te;fish;
255;DY;12-Sep-19;4;dpee;1;NA;NA;
256;DY;12-Sep-19;5;dpee;0;te;fish;
257;DY;12-Sep-19;6;dpee;0;pee;piece;
258;DY;12-Sep-19;7;dpee;1;NA;NA;
259;DY;12-Sep-19;8;dpee;0;pee;piece;
260;DY;12-Sep-19;9;dpee;0;pee;piece;
261;DY;12-Sep-19;10;dpee;0;tpee;push/hold tight/some;
262;DY;12-Sep-19;11;dpee;1;NA;NA;
263;DY;12-Sep-19;12;dpee;1;NA;NA;
264;DY;12-Sep-19;13;dpee;0;pee;piece;
265;DY;12-Sep-19;14;dpee;0;tee;0;
266;DY;12-Sep-19;15;dpee;0;tee;0;
267;DY;12-Sep-19;16;dpee;0;pee;piece;
268;DY;12-Sep-19;17;dpee;0;pee;piece;
269;DY;12-Sep-19;18;dpee;0;pee;piece;
270;DY;12-Sep-19;19;dpee;0;tpaa;turn over;
271;DY;12-Sep-19;20;dpee;1;NA;NA;
272;DY;12-Sep-19;21;dpee;0;tpee;push/hold tight/some;
273;DY;12-Sep-19;22;dpee;1;NA;NA;
274;DY;12-Sep-19;23;dpee;0;pee;piece;
275;DY;12-Sep-19;24;dpee;0;pee;piece;
276;DY;12-Sep-19;25;dpee;0;pee;piece;
277;DY;12-Sep-19;26;dpee;1;NA;NA;
278;DY;12-Sep-19;27;dpee;1;NA;NA;
279;DY;12-Sep-19;28;dpee;0;pee;piece;
280;DY;13-Sep-19;1;dpi;0;pyi;heal someone;
281;DY;13-Sep-19;2;dpi;0;dé;0;
282;DY;13-Sep-19;3;dpi;0;pyi;heal someone;
283;DY;13-Sep-19;4;dpi;0;pyi;heal someone;
284;DY;13-Sep-19;5;dpi;0;tpi;0;
285;DY;13-Sep-19;6;dpi;0;tpyé;holds;
286;DY;13-Sep-19;7;dpi;0;tpii;rain;MC added meaning
287;DY;13-Sep-19;8;dpi;0;chi;0;
288;DY;13-Sep-19;9;dpi;0;tpyé;holds;
289;DY;13-Sep-19;10;dpi;0;pyi;heal someone;
290;DY;13-Sep-19;11;dpi;0;tpyé;holds;
291;DY;13-Sep-19;12;dpi;0;pyi;heal someone;
292;DY;13-Sep-19;13;dpi;0;tpyé;holds;
293;DY;13-Sep-19;14;dpi;0;tpyé;holds;
294;DY;13-Sep-19;15;dpi;0;pyi;heal someone;
295;DY;13-Sep-19;16;dpi;0;tpyé;holds;
296;DY;13-Sep-19;17;dpi;0;pyi;heal someone;
297;DY;13-Sep-19;18;dpi;0;dî;end;
298;DY;13-Sep-19;19;dpi;0;dî;end;
299;DY;13-Sep-19;20;dpi;1;NA;NA;
300;DY;13-Sep-19;21;dpi;0;dé;0;
301;DY;13-Sep-19;22;dpi;0;pi;person;
302;DY;13-Sep-19;23;dpi;0;péé;basket;MC added meaning
303;DY;13-Sep-19;24;dpi;0;dé;0;
304;DY;13-Sep-19;25;dpi;0;dî;end;
305;DY;13-Sep-19;26;dpi;0;dî;end;
306;DY;13-Sep-19;27;dpi;1;NA;NA;
307;DY;13-Sep-19;28;dpi;0;pyi;heal someone;
308;DY;13-Sep-19;29;dpi;0;péé;basket;MC added meaning
309;DY;13-Sep-19;30;dpi;0;pyi;heal someone;
310;DY;13-Sep-19;31;dpi;0;dé;0;
311;DY;13-Sep-19;32;dpi;0;tpyé;holds;
312;DY;13-Sep-19;33;dpi;0;chi;0;
313;DY;13-Sep-19;34;dpi;0;pyi;heal someone;
314;DY;13-Sep-19;35;dpi;0;pyi;heal someone;
315;DY;13-Sep-19;36;dpi;0;chi;0;
316;DY;13-Sep-19;37;dpi;0;pyi;heal someone;
317;DY;13-Sep-19;38;dpi;0;pyi;heal someone;
318;DY;13-Sep-19;39;dpi;0;pyi;heal someone;
319;DY;13-Sep-19;1;dpu;1;NA;NA;
320;DY;13-Sep-19;2;dpu;0;duu;lump;
321;DY;13-Sep-19;3;dpu;1;NA;NA;
322;DY;13-Sep-19;4;dpu;0;duu;lump;
323;DY;13-Sep-19;5;dpu;1;NA;NA;
324;DY;13-Sep-19;6;dpu;0;duu;lump;
325;DY;13-Sep-19;7;dpu;0;tóó;sitting;
326;DY;13-Sep-19;8;dpu;0;duu;lump;
327;DY;13-Sep-19;9;dpu;1;NA;NA;
328;DY;13-Sep-19;10;dpu;0;duu;lump;
329;DY;13-Sep-19;11;dpu;1;NA;NA;
330;DY;13-Sep-19;12;dpu;0;duu;lump;
331;DY;13-Sep-19;13;dpu;0;tóó;sitting;
332;DY;13-Sep-19;14;dpu;0;tóó;sitting;
333;DY;13-Sep-19;15;dpu;0;duu;lump;
334;DY;13-Sep-19;16;dpu;0;duu;lump;
335;DY;13-Sep-19;17;dpu;0;duu;lump;
336;DY;13-Sep-19;18;dpu;0;duu;lump;
337;DY;13-Sep-19;19;dpu;1;NA;NA;
338;DY;13-Sep-19;20;dpu;0;dyuu;heap;
339;DY;13-Sep-19;21;dpu;0;dpî--dpî;sleep-sleep;
340;DY;13-Sep-19;22;dpu;0;duu;lump;
341;DY;13-Sep-19;23;dpu;1;NA;NA;
342;DY;13-Sep-19;24;dpu;1;NA;NA;
343;DY;13-Sep-19;25;dpu;1;NA;NA;
344;DY;13-Sep-19;26;dpu;1;NA;NA;
345;DY;13-Sep-19;27;dpu;1;NA;NA;
346;DY;13-Sep-19;28;dpu;0;dóó;0;
347;DY;13-Sep-19;29;dpu;0;dóó;0;
348;DY;13-Sep-19;30;dpu;0;dóó;0;
349;DY;13-Sep-19;31;dpu;0;dóó;0;
350;DY;13-Sep-19;32;dpu;0;duu;lump;
351;DY;13-Sep-19;33;dpu;0;duu;lump;
352;DY;13-Sep-19;34;dpu;0;duu;lump;
353;DY;13-Sep-19;35;dpu;0;duu;lump;
354;DY;13-Sep-19;36;dpu;0;tóó;sitting;
355;DY;13-Sep-19;37;dpu;0;duu;lump;
356;DY;13-Sep-19;38;dpu;0;duu;lump;
357;DY;13-Sep-19;39;dpu;0;duu;lump;
358;DY;13-Sep-19;40;dpu;0;tóó;sitting;
359;DY;13-Sep-19;41;dpu;0;tóó;sitting;
360;DY;13-Sep-19;42;dpu;0;duu;lump;
361;DY;13-Sep-19;43;dpu;0;two;two;English word
362;DY;13-Sep-19;44;dpu;0;two;two;English word
363;DY;13-Sep-19;45;dpu;0;di;0;
364;DY;13-Sep-19;46;dpu;0;duu;lump;
365;DY;13-Sep-19;47;dpu;0;duu;lump;
366;DY;13-Sep-19;48;dpu;0;dpî;sleep/your (dual);MC edited meaning for clarity
367;DY;13-Sep-19;49;dpu;0;tpu;tail;
368;DY;13-Sep-19;1;gh_aa;1;NA;NA;
369;DY;13-Sep-19;2;gh_aa;1;NA;NA;
370;DY;13-Sep-19;3;gh_aa;1;NA;NA;
371;DY;13-Sep-19;4;gh_aa;1;NA;NA;
372;DY;13-Sep-19;5;gh_aa;1;NA;NA;
373;DY;13-Sep-19;6;gh_aa;1;NA;NA;
374;DY;13-Sep-19;7;gh_aa;0;gh:êê;clam type;
375;DY;13-Sep-19;8;gh_aa;0;kn:ââ;butt;MC added meaning
376;DY;13-Sep-19;9;gh_aa;0;gh:êê;clam type;
377;DY;13-Sep-19;10;gh_aa;1;NA;NA;
378;DY;13-Sep-19;11;gh_aa;1;NA;NA;
379;DY;13-Sep-19;12;gh_aa;1;NA;NA;
380;DY;13-Sep-19;13;gh_aa;0;gh:êê;clam type;
381;DY;13-Sep-19;14;gh_aa;1;NA;NA;
382;DY;13-Sep-19;15;gh_aa;1;NA;NA;
383;DY;13-Sep-19;16;gh_aa;0;ghee;"peeling/woman and her child(ren); a kinship term";MC edited meaning for clarity
384;DY;13-Sep-19;17;gh_aa;0;gh:aa;feathers/hair;
385;DY;13-Sep-19;18;gh_aa;1;NA;NA;
386;DY;13-Sep-19;19;gh_aa;1;NA;NA;
387;DY;13-Sep-19;20;gh_aa;0;w:ââ;dog;
388;DY;13-Sep-19;21;gh_aa;1;NA;NA;
389;DY;13-Sep-19;22;gh_aa;0;ghó;breath;
390;DY;13-Sep-19;23;gh_aa;1;NA;NA;
391;DY;13-Sep-19;24;gh_aa;1;NA;NA;
392;DY;13-Sep-19;25;gh_aa;1;NA;NA;
393;DY;13-Sep-19;26;gh_aa;0;w:ââ;dog;
394;DY;13-Sep-19;27;gh_aa;1;NA;NA;
395;DY;13-Sep-19;28;gh_aa;1;NA;NA;
396;DY;13-Sep-19;29;gh_aa;0;gh:êê;clam type;
397;DY;13-Sep-19;30;gh_aa;1;NA;NA;
398;DY;13-Sep-19;31;gh_aa;0;ghee;"peeling/woman and her child(ren); a kinship term";MC edited meaning for clarity
399;DY;13-Sep-19;32;gh_aa;1;NA;NA;
400;DY;13-Sep-19;33;gh_aa;0;gh:aa;feathers/hair;
401;DY;13-Sep-19;34;gh_aa;1;NA;NA;
402;DY;13-Sep-19;1;ghuu;1;NA;NA;
403;DY;13-Sep-19;2;ghuu;1;NA;NA;
404;DY;13-Sep-19;3;ghuu;1;NA;NA;
405;DY;13-Sep-19;4;ghuu;0;ghê;life/breath/stand;
406;DY;13-Sep-19;5;ghuu;0;ghê;life/breath/stand;
407;DY;13-Sep-19;6;ghuu;0;ghê;life/breath/stand;
408;DY;13-Sep-19;7;ghuu;1;NA;NA;
409;DY;13-Sep-19;8;ghuu;1;NA;NA;
410;DY;13-Sep-19;9;ghuu;1;NA;NA;
411;DY;13-Sep-19;10;ghuu;1;NA;NA;
412;DY;13-Sep-19;11;ghuu;0;ghê;life/breath/stand;
